quotation_row_id,quotation_code,stage_id,category_id,subcategory_id,current_description,unit,quantity,section,proposed_source_type,proposed_source_id,client_selectable,existing_product_library_match,existing_estimating_catalogue_match,explicit_estimating_master_match,match_confidence,duplicate_group,unresolved_reason,migration_status,notes
quote-1086,1086,stage:unassigned,category:plumbing-fixtures,subcategory:toilets,CHEMICAL TOILET,WEEK,,EQUIPMENT HIRE,assembly,assembly:plumbing-fixtures:toilets:chemical-toilet,false,,quote-1086,,derived-runtime,assembly:plumbing-fixtures:toilets:chemical-toilet,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1087,1087,stage:unassigned,category:equipment-hire,subcategory:plant-hire,SKIP BINS,ITEM,,EQUIPMENT HIRE,estimating-item,estimating:equipment-hire:plant-hire:skip-bins,false,,quote-1087,,derived-runtime,estimating:equipment-hire:plant-hire:skip-bins,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1091,1091,stage:lock-up,category:external-cladding,subcategory:item,ITEM,UNIT,,FACE BRICKWORK,informational,,false,,,,rule,,,not-a-catalogue-record,Repeated imported column header row; not a catalogue record.
quote-1093,1093,stage:lock-up,category:external-cladding,subcategory:face-bricks-base-range,FACE BRICKS - BASE RANGE,1000,,FACE BRICKWORK,product,product:external-cladding:face-bricks-base-range:face-bricks-base-range,true,,,,rule,product:external-cladding:face-bricks-base-range:face-bricks-base-range,,missing-product-library-candidate,Physical product/material candidate.
quote-1094,1094,stage:lock-up,category:external-cladding,subcategory:face-bricks-mid-range,FACE BRICKS - MID RANGE,1000,,FACE BRICKWORK,product,product:external-cladding:face-bricks-mid-range:face-bricks-mid-range,true,,,,rule,product:external-cladding:face-bricks-mid-range:face-bricks-mid-range,,missing-product-library-candidate,Physical product/material candidate.
quote-1095,1095,stage:lock-up,category:external-cladding,subcategory:common-bricks-for-rendering,COMMON BRICKS FOR RENDERING,1000,,FACE BRICKWORK,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-1096,1096,stage:lock-up,category:external-cladding,subcategory:common-single-heights,COMMON SINGLE HEIGHTS,1000,,FACE BRICKWORK,product,product:external-cladding:common-single-heights:common-single-heights,true,,,,rule,product:external-cladding:common-single-heights:common-single-heights,,missing-product-library-candidate,Physical product/material candidate.
quote-1097,1097,stage:lock-up,category:external-cladding,subcategory:common-twin-heights,COMMON TWIN HEIGHTS,1000,,FACE BRICKWORK,product,product:external-cladding:common-twin-heights:common-twin-heights,true,,,,rule,product:external-cladding:common-twin-heights:common-twin-heights,,missing-product-library-candidate,Physical product/material candidate.
quote-1098,1098,stage:lock-up,category:external-cladding,subcategory:add-bricks-for-piers-etc,ADD BRICKS FOR PIERS ETC,1000,,FACE BRICKWORK,product,product:external-cladding:add-bricks-for-piers-etc:add-bricks-for-piers-etc,true,,,,rule,product:external-cladding:add-bricks-for-piers-etc:add-bricks-for-piers-etc,,missing-product-library-candidate,Physical product/material candidate.
quote-1099,1099,stage:lock-up,category:external-cladding,subcategory:add-bricks-for-sills,ADD BRICKS FOR SILLS,1000,,FACE BRICKWORK,product,product:external-cladding:add-bricks-for-sills:add-bricks-for-sills,true,,,,rule,product:external-cladding:add-bricks-for-sills:add-bricks-for-sills,,missing-product-library-candidate,Physical product/material candidate.
quote-1100,1100,stage:lock-up,category:external-cladding,subcategory:200-series-blocks,200 SERIES BLOCKS,EACH,,FACE BRICKWORK,product,product:external-cladding:200-series-blocks:200-series-blocks,true,,,,rule,product:external-cladding:200-series-blocks:200-series-blocks,,missing-product-library-candidate,Physical product/material candidate.
quote-1101,1101,stage:lock-up,category:external-cladding,subcategory:200-series-blocks-3-4-blocks,200 SERIES BLOCKS 3/4 BLOCKS,EACH,,FACE BRICKWORK,product,product:external-cladding:200-series-blocks-3-4-blocks:200-series-blocks-3-4-blocks,true,,,,rule,product:external-cladding:200-series-blocks-3-4-blocks:200-series-blocks-3-4-blocks,,missing-product-library-candidate,Physical product/material candidate.
quote-1102,1102,stage:lock-up,category:external-cladding,subcategory:200-series-blocks-halve-blocks,200 SERIES BLOCKS - HALVE BLOCKS,EACH,,FACE BRICKWORK,product,product:external-cladding:200-series-blocks-halve-blocks:200-series-blocks-halve-blocks,true,,,,rule,product:external-cladding:200-series-blocks-halve-blocks:200-series-blocks-halve-blocks,,missing-product-library-candidate,Physical product/material candidate.
quote-1103,1103,stage:lock-up,category:external-cladding,subcategory:mortar-mix-sand-cement-etc,"MORTAR MIX (SAND, CEMENT ETC.)",M3,,FACE BRICKWORK,product,product:external-cladding:mortar-mix-sand-cement-etc:mortar-mix-sand-cement-etc,true,,,,rule,product:external-cladding:mortar-mix-sand-cement-etc:mortar-mix-sand-cement-etc,,missing-product-library-candidate,Physical product/material candidate.
quote-1104,1104,stage:lock-up,category:external-cladding,subcategory:m12-rod,M12 ROD,EACH,,FACE BRICKWORK,product,product:external-cladding:m12-rod:m12-rod,true,,,,rule,product:external-cladding:m12-rod:m12-rod,,missing-product-library-candidate,Physical product/material candidate.
quote-1105,1105,stage:base,category:external-cladding,subcategory:blockwork-core-fill-concrete,BLOCKWORK CORE FILL CONCRETE,BLOCKS,,FACE BRICKWORK,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-1106,1106,stage:lock-up,category:external-cladding,subcategory:bricky-hardware,BRICKY HARDWARE,ITEM,,FACE BRICKWORK,product,product:external-cladding:bricky-hardware:bricky-hardware,true,,,,rule,product:external-cladding:bricky-hardware:bricky-hardware,,missing-product-library-candidate,Physical product/material candidate.
quote-307,307,stage:lock-up,category:external-cladding,subcategory:labour,BRICKLAYER,1000,,BRICKLAYER'S LABOUR,assembly,assembly:external-cladding:labour:bricklayer,false,,quote-307,,derived-runtime,assembly:external-cladding:labour:bricklayer,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-308,308,stage:lock-up,category:external-cladding,subcategory:labour,BLOCKLAYER - LABOUR,EACH,,BRICKLAYER'S LABOUR,estimating-item,estimating:external-cladding:labour:blocklayer-labour,false,,quote-308,,derived-runtime,estimating:external-cladding:labour:blocklayer-labour,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-309,309,stage:lock-up,category:external-cladding,subcategory:labour,PIERS,COURSE,,BRICKLAYER'S LABOUR,assembly,assembly:external-cladding:labour:piers,false,,quote-309,,derived-runtime,assembly:external-cladding:labour:piers,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-310,310,stage:base,category:external-cladding,subcategory:labour,CONCRETE PUMP,ITEM,,BRICKLAYER'S LABOUR,assembly,assembly:external-cladding:labour:concrete-pump,false,,quote-310,,derived-runtime,assembly:external-cladding:labour:concrete-pump,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-311,311,stage:lock-up,category:external-cladding,subcategory:labour,CORE FILLING BLOCKWORK,EACH,,BRICKLAYER'S LABOUR,assembly,assembly:external-cladding:labour:core-filling-blockwork,false,,quote-311,,derived-runtime,assembly:external-cladding:labour:core-filling-blockwork,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1110,1110,stage:lock-up,category:external-cladding,subcategory:labour,BRICKLAYER SINGLE HEIGHT,1000,,BRICKLAYER'S LABOUR,assembly,assembly:external-cladding:labour:bricklayer-single-height,false,,quote-1110,,derived-runtime,assembly:external-cladding:labour:bricklayer-single-height,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1111,1111,stage:lock-up,category:external-cladding,subcategory:labour,BRICKLAYER DOUBLE HEIGHTS,1000,,BRICKLAYER'S LABOUR,assembly,assembly:external-cladding:labour:bricklayer-double-heights,false,,quote-1111,,derived-runtime,assembly:external-cladding:labour:bricklayer-double-heights,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1112,1112,stage:lock-up,category:external-cladding,subcategory:labour,BRICK SILLS,LM,,BRICKLAYER'S LABOUR,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-1113,1113,stage:lock-up,category:external-cladding,subcategory:labour,BLOCKLAYER - LABOUR,EACH,,BRICKLAYER'S LABOUR,estimating-item,estimating:external-cladding:labour:blocklayer-labour,false,,quote-1113,,derived-runtime,estimating:external-cladding:labour:blocklayer-labour,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1114,1114,stage:lock-up,category:external-cladding,subcategory:labour,PIERS,LM,,BRICKLAYER'S LABOUR,assembly,assembly:external-cladding:labour:piers,false,,quote-1114,,derived-runtime,assembly:external-cladding:labour:piers,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1115,1115,stage:base,category:external-cladding,subcategory:labour,CONCRETE PUMP,ITEM,,BRICKLAYER'S LABOUR,assembly,assembly:external-cladding:labour:concrete-pump,false,,quote-1115,,derived-runtime,assembly:external-cladding:labour:concrete-pump,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1116,1116,stage:lock-up,category:external-cladding,subcategory:labour,CORE FILLING BLOCKWORK,EACH,,BRICKLAYER'S LABOUR,assembly,assembly:external-cladding:labour:core-filling-blockwork,false,,quote-1116,,derived-runtime,assembly:external-cladding:labour:core-filling-blockwork,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1120,1120,stage:unassigned,category:external-cladding,subcategory:item,ITEM,UNIT,QTY,RENDERING,informational,,false,,,,rule,,,not-a-catalogue-record,Repeated imported column header row; not a catalogue record.
quote-1122,1122,stage:unassigned,category:external-cladding,subcategory:render-quoted-price,RENDER QUOTED PRICE,QUOTE,,RENDERING,estimating-item,estimating:external-cladding:render-quoted-price:render-quoted-price,false,,quote-1122,,derived-runtime,estimating:external-cladding:render-quoted-price:render-quoted-price,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1126,1126,stage:unassigned,category:external-cladding,subcategory:add-extra-area-for-piers-etc,ADD EXTRA AREA FOR PIERS ETC,M3,,RENDERING,unresolved,,false,,,,unresolved,,ambiguous labour/material item,requires-review,"No reliable product, trade, category, or formula signal."
quote-1127,1127,stage:unassigned,category:external-cladding,subcategory:add-for-sills,ADD FOR SILLS,LM,,RENDERING,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-1141,1141,stage:lock-up,category:external-cladding,subcategory:labour,INSTALL SANDCOAT SYSTEM OVER BRICK,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:install-sandcoat-system-over-brick,false,,quote-1141,,derived-runtime,estimating:external-cladding:labour:install-sandcoat-system-over-brick,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1142,1142,stage:unassigned,category:external-cladding,subcategory:labour,INSTALL SANDCOAT SYSTEM OVER FOAM,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:install-sandcoat-system-over-foam,false,,quote-1142,,derived-runtime,estimating:external-cladding:labour:install-sandcoat-system-over-foam,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1143,1143,stage:lock-up,category:external-cladding,subcategory:labour,INSTALL SPONGE FINISH OVER BRICK,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:install-sponge-finish-over-brick,false,,quote-1143,,derived-runtime,estimating:external-cladding:labour:install-sponge-finish-over-brick,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1144,1144,stage:unassigned,category:external-cladding,subcategory:labour,INSTALL ARMOURCOAT,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:install-armourcoat,false,,quote-1144,,derived-runtime,estimating:external-cladding:labour:install-armourcoat,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1145,1145,stage:unassigned,category:external-cladding,subcategory:labour,INSTALL SPONGE FINISH OVER BLUEBOARD,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:install-sponge-finish-over-blueboard,false,,quote-1145,,derived-runtime,estimating:external-cladding:labour:install-sponge-finish-over-blueboard,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1146,1146,stage:unassigned,category:external-cladding,subcategory:labour,INSTALL Q/RENDER BASE COAT,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:install-q-render-base-coat,false,,quote-1146,,derived-runtime,estimating:external-cladding:labour:install-q-render-base-coat,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1147,1147,stage:unassigned,category:external-cladding,subcategory:labour,APPLY SANDCOAT PRIMER,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:apply-sandcoat-primer,false,,quote-1147,,derived-runtime,estimating:external-cladding:labour:apply-sandcoat-primer,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1148,1148,stage:unassigned,category:external-cladding,subcategory:labour,APPLY SANDCOAT TOP COAT,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:apply-sandcoat-top-coat,false,,quote-1148,,derived-runtime,estimating:external-cladding:labour:apply-sandcoat-top-coat,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1149,1149,stage:unassigned,category:external-cladding,subcategory:labour,APPLY CLEARCOAT OVER SANDCOAT RENDER,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:apply-clearcoat-over-sandcoat-render,false,,quote-1149,,derived-runtime,estimating:external-cladding:labour:apply-clearcoat-over-sandcoat-render,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1150,1150,stage:unassigned,category:external-cladding,subcategory:labour,APPLY BEADS AND SET JOINS ON BLUEBOARD,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:apply-beads-and-set-joins-on-blueboard,false,,quote-1150,,derived-runtime,estimating:external-cladding:labour:apply-beads-and-set-joins-on-blueboard,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1151,1151,stage:unassigned,category:external-cladding,subcategory:labour,SPONGE FINISH POLYMER ON BLUEBOARD,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:sponge-finish-polymer-on-blueboard,false,,quote-1151,,derived-runtime,estimating:external-cladding:labour:sponge-finish-polymer-on-blueboard,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1152,1152,stage:lock-up,category:external-cladding,subcategory:labour,BASE COAT & MESH TO FOAM CLADDING,M2,,RENDERER'S LABOUR,assembly,assembly:external-cladding:labour:base-coat-and-mesh-to-foam-cladding,false,,quote-1152,,derived-runtime,assembly:external-cladding:labour:base-coat-and-mesh-to-foam-cladding,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1153,1153,stage:lock-up,category:external-cladding,subcategory:labour,SPONGE FINISH FOAM CLADDING,M2,,RENDERER'S LABOUR,assembly,assembly:external-cladding:labour:sponge-finish-foam-cladding,false,,quote-1153,,derived-runtime,assembly:external-cladding:labour:sponge-finish-foam-cladding,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1154,1154,stage:unassigned,category:external-cladding,subcategory:labour,APPLY ARMOURCOAT,M2,,RENDERER'S LABOUR,estimating-item,estimating:external-cladding:labour:apply-armourcoat,false,,quote-1154,,derived-runtime,estimating:external-cladding:labour:apply-armourcoat,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1157,1157,stage:lock-up,category:external-cladding,subcategory:lineal-blockwork,LINEAL BLOCKWORK,LM,,MISC RENDERING,product,product:external-cladding:lineal-blockwork:lineal-blockwork,true,,,,rule,product:external-cladding:lineal-blockwork:lineal-blockwork,,missing-product-library-candidate,Physical product/material candidate.
quote-1158,1158,stage:unassigned,category:external-cladding,subcategory:render-blueboard,RENDER BLUEBOARD,M2,,MISC RENDERING,unresolved,,false,,,,unresolved,,legacy row,requires-review,"No reliable product, trade, category, or formula signal."
quote-1159,1159,stage:unassigned,category:external-cladding,subcategory:bag-rendering,BAG RENDERING,LM,,MISC RENDERING,unresolved,,false,,,,unresolved,,legacy row,requires-review,"No reliable product, trade, category, or formula signal."
quote-1160,1160,stage:lock-up,category:external-cladding,subcategory:render-brickwork,RENDER BRICKWORK,M2,-,MISC RENDERING,product,product:external-cladding:render-brickwork:render-brickwork,true,,,,rule,product:external-cladding:render-brickwork:render-brickwork,,missing-product-library-candidate,Physical product/material candidate.
quote-1161,1161,stage:lock-up,category:external-cladding,subcategory:lineal-brickwork,LINEAL BRICKWORK,LM,-,MISC RENDERING,product,product:external-cladding:lineal-brickwork:lineal-brickwork,true,,,,rule,product:external-cladding:lineal-brickwork:lineal-brickwork,,missing-product-library-candidate,Physical product/material candidate.
quote-1162,1162,stage:unassigned,category:external-cladding,subcategory:render-exin-panel,RENDER EXIN PANEL,M2,,MISC RENDERING,unresolved,,false,,,,unresolved,,legacy row,requires-review,"No reliable product, trade, category, or formula signal."
quote-1163,1163,stage:unassigned,category:external-cladding,subcategory:exin-set-joins-only,EXIN - SET JOINS ONLY,LM,,MISC RENDERING,unresolved,,false,,,,unresolved,,legacy row,requires-review,"No reliable product, trade, category, or formula signal."
quote-1164,1164,stage:unassigned,category:external-cladding,subcategory:lineal-exin-panel,LINEAL EXIN PANEL,LM,,MISC RENDERING,unresolved,,false,,,,unresolved,,legacy row,requires-review,"No reliable product, trade, category, or formula signal."
quote-1165,1165,stage:unassigned,category:external-cladding,subcategory:hourly-rate,HOURLY RATE,HR,,MISC RENDERING,unresolved,,false,,,,unresolved,,legacy row,requires-review,"No reliable product, trade, category, or formula signal."
quote-30010,30010,stage:unassigned,category:insulation,subcategory:r-1-5-batts-to-ceilings,R 1.5 Batts to Ceilings,M2,,INSULATION,estimating-item,estimating:insulation:r-1-5-batts-to-ceilings:r-1-5-batts-to-ceilings,false,,quote-30010,,derived-runtime,estimating:insulation:r-1-5-batts-to-ceilings:r-1-5-batts-to-ceilings,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30011,30011,stage:unassigned,category:insulation,subcategory:r-2-5-batts-to-ceilings,R 2.5 Batts to Ceilings,M2,,INSULATION,estimating-item,estimating:insulation:r-2-5-batts-to-ceilings:r-2-5-batts-to-ceilings,false,,quote-30011,,derived-runtime,estimating:insulation:r-2-5-batts-to-ceilings:r-2-5-batts-to-ceilings,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30012,30012,stage:unassigned,category:insulation,subcategory:r4-8-batts-to-ceilings,R4.8 Batts to Ceilings,M2,,INSULATION,estimating-item,estimating:insulation:r4-8-batts-to-ceilings:r4-8-batts-to-ceilings,false,,quote-30012,,derived-runtime,estimating:insulation:r4-8-batts-to-ceilings:r4-8-batts-to-ceilings,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30013,30013,stage:unassigned,category:insulation,subcategory:r-1-5-batts-to-walls,R 1.5 Batts to Walls,M2,,INSULATION,estimating-item,estimating:insulation:r-1-5-batts-to-walls:r-1-5-batts-to-walls,false,,quote-30013,,derived-runtime,estimating:insulation:r-1-5-batts-to-walls:r-1-5-batts-to-walls,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30014,30014,stage:unassigned,category:insulation,subcategory:r-2-5-batts-to-walls,R 2.5 Batts to Walls,M2,,INSULATION,estimating-item,estimating:insulation:r-2-5-batts-to-walls:r-2-5-batts-to-walls,false,,quote-30014,,derived-runtime,estimating:insulation:r-2-5-batts-to-walls:r-2-5-batts-to-walls,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30015,30015,stage:unassigned,category:insulation,subcategory:sisalation-60m-roll,Sisalation 60m Roll,ROLL,,INSULATION,estimating-item,estimating:insulation:sisalation-60m-roll:sisalation-60m-roll,false,,quote-30015,,derived-runtime,estimating:insulation:sisalation-60m-roll:sisalation-60m-roll,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30016,30016,stage:unassigned,category:insulation,subcategory:breather-sialation-60m-roll,Breather Sialation 60m Roll,ROLL,,INSULATION,estimating-item,estimating:insulation:breather-sialation-60m-roll:breather-sialation-60m-roll,false,,quote-30016,,derived-runtime,estimating:insulation:breather-sialation-60m-roll:breather-sialation-60m-roll,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30017,30017,stage:unassigned,category:insulation,subcategory:labour,Sialation Installed price,M2,,INSULATION,estimating-item,estimating:insulation:labour:sialation-installed-price,false,,quote-30017,,derived-runtime,estimating:insulation:labour:sialation-installed-price,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30018,30018,stage:unassigned,category:insulation,subcategory:labour,Breather Sisaltion Installed Price,M2,,INSULATION,estimating-item,estimating:insulation:labour:breather-sisaltion-installed-price,false,,quote-30018,,derived-runtime,estimating:insulation:labour:breather-sisaltion-installed-price,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30025,30025,stage:unassigned,category:insulation,subcategory:labour,Sialation Installed price - Ground Level,M2,,INSULATION,estimating-item,estimating:insulation:labour:sialation-installed-price-ground-level,false,,quote-30025,,derived-runtime,estimating:insulation:labour:sialation-installed-price-ground-level,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30026,30026,stage:unassigned,category:insulation,subcategory:labour,Sialation Installed price - Second Level,M2,,INSULATION,estimating-item,estimating:insulation:labour:sialation-installed-price-second-level,false,,quote-30026,,derived-runtime,estimating:insulation:labour:sialation-installed-price-second-level,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30027,30027,stage:unassigned,category:insulation,subcategory:labour,Sialation Installed price - Third Level,M2,,INSULATION,estimating-item,estimating:insulation:labour:sialation-installed-price-third-level,false,,quote-30027,,derived-runtime,estimating:insulation:labour:sialation-installed-price-third-level,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30028,30028,stage:unassigned,category:insulation,subcategory:labour,Breather Sisaltion Installed Price - Ground Level,M2,,INSULATION,estimating-item,estimating:insulation:labour:breather-sisaltion-installed-price-ground-level,false,,quote-30028,,derived-runtime,estimating:insulation:labour:breather-sisaltion-installed-price-ground-level,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30029,30029,stage:unassigned,category:insulation,subcategory:labour,Breather Sisaltion Installed Price - Second Level,M2,,INSULATION,estimating-item,estimating:insulation:labour:breather-sisaltion-installed-price-second-level,false,,quote-30029,,derived-runtime,estimating:insulation:labour:breather-sisaltion-installed-price-second-level,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30030,30030,stage:unassigned,category:insulation,subcategory:labour,Breather Sisaltion Installed Price - Third Level,M2,,INSULATION,estimating-item,estimating:insulation:labour:breather-sisaltion-installed-price-third-level,false,,quote-30030,,derived-runtime,estimating:insulation:labour:breather-sisaltion-installed-price-third-level,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30031,30031,stage:unassigned,category:insulation,subcategory:labour,Install Wall Batts - Ground Level,M2,,INSULATION,estimating-item,estimating:insulation:labour:install-wall-batts-ground-level,false,,quote-30031,,derived-runtime,estimating:insulation:labour:install-wall-batts-ground-level,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30032,30032,stage:unassigned,category:insulation,subcategory:labour,Install Wall Batts - Second Level,M2,,INSULATION,estimating-item,estimating:insulation:labour:install-wall-batts-second-level,false,,quote-30032,,derived-runtime,estimating:insulation:labour:install-wall-batts-second-level,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-30033,30033,stage:unassigned,category:insulation,subcategory:labour,Install Wall Batts - Third Level,M2,,INSULATION,estimating-item,estimating:insulation:labour:install-wall-batts-third-level,false,,quote-30033,,derived-runtime,estimating:insulation:labour:install-wall-batts-third-level,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1168,1168,stage:unassigned,category:insulation,subcategory:item,ITEM,UNIT,QTY,INSULATION,informational,,false,,,,rule,,,not-a-catalogue-record,Repeated imported column header row; not a catalogue record.
quote-1170,1170,stage:unassigned,category:insulation,subcategory:insulation-quote,INSULATION QUOTE,QUOTE,,INSULATION,formula,,false,,,,rule,,,not-a-catalogue-record,Formula-driven row; keep out of master catalogues.
quote-1172,1172,stage:unassigned,category:insulation,subcategory:r1-5-insulco-fat-batts-9-0m2-bag,R1.5 INSULCO FAT BATTS (9.0m2 Bag),BAG,,INSULATION,estimating-item,estimating:insulation:r1-5-insulco-fat-batts-9-0m2-bag:r1-5-insulco-fat-batts-9-0m2-bag,false,,quote-1172,,derived-runtime,estimating:insulation:r1-5-insulco-fat-batts-9-0m2-bag:r1-5-insulco-fat-batts-9-0m2-bag,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1173,1173,stage:unassigned,category:insulation,subcategory:sisalation-med-weight-60m,SISALATION - MED WEIGHT - 60m,ROLL,,INSULATION,estimating-item,estimating:insulation:sisalation-med-weight-60m:sisalation-med-weight-60m,false,,quote-1173,,derived-runtime,estimating:insulation:sisalation-med-weight-60m:sisalation-med-weight-60m,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1174,1174,stage:unassigned,category:insulation,subcategory:delivery,DELIVERY,ITEM,,INSULATION,estimating-item,estimating:insulation:delivery:delivery,false,,quote-1174,,derived-runtime,estimating:insulation:delivery:delivery,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1178,1178,stage:fix-out,category:plumbing-fixtures,subcategory:item,ITEM,UNIT,QTY,PLUMBING,informational,,false,,,,rule,,,not-a-catalogue-record,Repeated imported column header row; not a catalogue record.
quote-1180,1180,stage:fix-out,category:plumbing-fixtures,subcategory:plumbing-and-drainage-quote,PLUMBING & DRAINAGE - QUOTE,ITEM,,PLUMBING,informational,,false,,,,rule,,,not-a-catalogue-record,Informational or confirmation-only row.
quote-1181,1181,stage:fix-out,category:plumbing-fixtures,subcategory:general-plumbing,GENERAL PLUMBING,POINT,,PLUMBING,estimating-item,estimating:plumbing-fixtures:general-plumbing:general-plumbing,false,,quote-1181,,derived-runtime,estimating:plumbing-fixtures:general-plumbing:general-plumbing,,existing-derived-estimating-row,"Labour, plant, service, fee, or construction resource candidate."
quote-1182,1182,stage:fix-out,category:plumbing-fixtures,subcategory:toilets,TOILET,ITEM,,PLUMBING,assembly,assembly:plumbing-fixtures:toilets:toilet,false,,quote-1182,,derived-runtime,assembly:plumbing-fixtures:toilets:toilet,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1183,1183,stage:fix-out,category:plumbing-fixtures,subcategory:showers,SHOWER,ITEM,,PLUMBING,assembly,assembly:plumbing-fixtures:showers:shower,false,,quote-1183,,derived-runtime,assembly:plumbing-fixtures:showers:shower,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1184,1184,stage:fix-out,category:plumbing-fixtures,subcategory:basins,BASIN,ITEM,,PLUMBING,assembly,assembly:plumbing-fixtures:basins:basin,false,,quote-1184,,derived-runtime,assembly:plumbing-fixtures:basins:basin,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
quote-1185,1185,stage:fix-out,category:plumbing-fixtures,subcategory:kitchen-sink,KITCHEN SINK,ITEM,,PLUMBING,assembly,assembly:plumbing-fixtures:kitchen-sink:kitchen-sink,false,,quote-1185,,derived-runtime,assembly:plumbing-fixtures:kitchen-sink:kitchen-sink,,requires-assembly-model,Product/resource bundle; needs assembly template rather than single catalogue row.
