quotation_row_id,quotation_code,classification,current_description,unit,category_id,subcategory_id,product_library_section,product_library_section_name,proposed_source_id,existing_product_library_match,recommended_action,notes
quote-1669,1669,product,OLIVERI EL001/002 1 1/2 BOWL 980mm,EACH,category:plumbing-fixtures,subcategory:oliveri-el001-002-1-1-2-bowl-980mm,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:oliveri-el001-002-1-1-2-bowl-980mm:oliveri-el001-002-1-1-2-bowl-980mm,,review import candidate before creation,Physical product/material candidate.
quote-1670,1670,product,OLIVERI EL011/012 1/1/2 BOWL 1080mm,EACH,category:plumbing-fixtures,subcategory:oliveri-el011-012-1-1-2-bowl-1080mm,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:oliveri-el011-012-1-1-2-bowl-1080mm:oliveri-el011-012-1-1-2-bowl-1080mm,,review import candidate before creation,Physical product/material candidate.
quote-1671,1671,product,OLIVERI EL071/072 DBL BOWL 1135mm,EACH,category:plumbing-fixtures,subcategory:oliveri-el071-072-dbl-bowl-1135mm,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:oliveri-el071-072-dbl-bowl-1135mm:oliveri-el071-072-dbl-bowl-1135mm,,review import candidate before creation,Physical product/material candidate.
quote-1672,1672,product,OLIVERI EL063U DBL BOWL U/MOUNT,EACH,category:plumbing-fixtures,subcategory:oliveri-el063u-dbl-bowl-u-mount,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:oliveri-el063u-dbl-bowl-u-mount:oliveri-el063u-dbl-bowl-u-mount,,review import candidate before creation,Physical product/material candidate.
quote-1675,1675,product,RAYMOR CLERMONT,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-clermont,,review import candidate before creation,Physical product/material candidate.
quote-1676,1676,product,RAYMOR VICTORIA SPRAY,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-victoria-spray,,review import candidate before creation,Physical product/material candidate.
quote-1677,1677,product,RAYMOR ACADEMY PILLAR,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-academy-pillar,,review import candidate before creation,Physical product/material candidate.
quote-1678,1678,product,RAYMOR TORINO GOOSENECK,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-torino-gooseneck,,review import candidate before creation,Physical product/material candidate.
quote-1679,1679,product,KOHLER SINGULAR,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:kohler-singular,,review import candidate before creation,Physical product/material candidate.
quote-1680,1680,product,RAYMOR TORINO MULTI FUNCTION MIXER,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-torino-multi-function-mixer,,review import candidate before creation,Physical product/material candidate.
quote-1681,1681,product,SINK MIXER ARTESIAN - TRADELINK,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:sink-mixer-artesian-tradelink,,review import candidate before creation,Physical product/material candidate.
quote-1682,1682,product,KOHLER JULY MIXER,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:kohler-july-mixer,,review import candidate before creation,Physical product/material candidate.
quote-1683,1683,product,KOHLER VITEO/PIN,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:kohler-viteo-pin,,review import candidate before creation,Physical product/material candidate.
quote-1684,1684,product,OLIVERI SINGLE LEVER MIXER,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:oliveri-single-lever-mixer,,review import candidate before creation,Physical product/material candidate.
quote-1685,1685,product,OLIVERI SINGLE LEVER GOOSENECK,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:oliveri-single-lever-gooseneck,,review import candidate before creation,Physical product/material candidate.
quote-1688,1688,product,CORAL 560 1 T/H,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:coral-560-1-t-h,,review import candidate before creation,Physical product/material candidate.
quote-1689,1689,product,RAYMOR AMETHYST 405 x 410 1 T/H,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:raymor-amethyst-405-x-410-1-t-h,,review import candidate before creation,Physical product/material candidate.
quote-1690,1690,product,RAYMOR AMETHYST 500 x 445 1 T/H,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:raymor-amethyst-500-x-445-1-t-h,,review import candidate before creation,Physical product/material candidate.
quote-1691,1691,product,KOHLER FOREFRONT VESSEL 580 WIDE 1 T/H,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:kohler-forefront-vessel-580-wide-1-t-h,,review import candidate before creation,Physical product/material candidate.
quote-1692,1692,product,KOHLER VESSEL FOREFRONT NO T/H 413 WIDE,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:kohler-vessel-forefront-no-t-h-413-wide,,review import candidate before creation,Physical product/material candidate.
quote-1693,1693,product,KOHLER CONICAL BELL VESSEL,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:kohler-conical-bell-vessel,,review import candidate before creation,Physical product/material candidate.
quote-1694,1694,product,RAYMOR CORAL SEMI RECESSED 1 T/H 500 x 430,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:raymor-coral-semi-recessed-1-t-h-500-x-430,,review import candidate before creation,Physical product/material candidate.
quote-1695,1695,product,RAYMOR AQUAMARINE SEMI RECESSED 1 T/H,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:raymor-aquamarine-semi-recessed-1-t-h,,review import candidate before creation,Physical product/material candidate.
quote-1699,1699,product,QUARTZ WALL MOUNT 1 T/H,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:quartz-wall-mount-1-t-h,,review import candidate before creation,Physical product/material candidate.
quote-1700,1700,product,RAYMOR CORAL WALL MOUNT 1 T/H,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:raymor-coral-wall-mount-1-t-h,,review import candidate before creation,Physical product/material candidate.
quote-1701,1701,product,RAYMOR CORAL PEDESTAL STAND,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:raymor-coral-pedestal-stand,,review import candidate before creation,Physical product/material candidate.
quote-1702,1702,product,PRESQUILE WALL MOUNT 450 W/TOWEL RAIL,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:presquile-wall-mount-450-w-towel-rail,,review import candidate before creation,Physical product/material candidate.
quote-1703,1703,product,ESCALE 500 WALL MOUNT 1 T/H W/ TOWEL RAIL,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:escale-500-wall-mount-1-t-h-w-towel-rail,,review import candidate before creation,Physical product/material candidate.
quote-1707,1707,product,RAYMOR CLERMONT,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:raymor-clermont,,review import candidate before creation,Physical product/material candidate.
quote-1708,1708,product,RAYMOR ACADEMY PILLAR 76mm,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:raymor-academy-pillar-76mm,,review import candidate before creation,Physical product/material candidate.
quote-1709,1709,product,RAYMOR ACADEMY PILLAR 220mm,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:raymor-academy-pillar-220mm,,review import candidate before creation,Physical product/material candidate.
quote-1710,1710,product,ARTISIAN BASIN MIXER,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:artisian-basin-mixer,,review import candidate before creation,Physical product/material candidate.
quote-1711,1711,product,KOHLER JULY,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:kohler-july,,review import candidate before creation,Physical product/material candidate.
quote-1712,1712,product,KOHLER VITEO PIN,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:kohler-viteo-pin,,review import candidate before creation,Physical product/material candidate.
quote-1713,1713,product,KOHLER SINGULIER,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:kohler-singulier,,review import candidate before creation,Physical product/material candidate.
quote-1714,1714,product,KOHLER SINGULIER TALL,EACH,category:plumbing-fixtures,subcategory:basins,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:basins:kohler-singulier-tall,,review import candidate before creation,Physical product/material candidate.
quote-1717,1717,product,RAYMOR CLERMONT,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-clermont,,review import candidate before creation,Physical product/material candidate.
quote-1718,1718,product,RAYMOR ACADEMY PILLAR,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-academy-pillar,,review import candidate before creation,Physical product/material candidate.
quote-1719,1719,product,KOHLER JULY,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:kohler-july,,review import candidate before creation,Physical product/material candidate.
quote-1720,1720,product,KOHLER VITEO PIN,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:kohler-viteo-pin,,review import candidate before creation,Physical product/material candidate.
quote-1721,1721,product,KOHLER SINGULIER,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:kohler-singulier,,review import candidate before creation,Physical product/material candidate.
quote-1724,1724,product,RAYMOR UPSWEPT,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:raymor-upswept,,review import candidate before creation,Physical product/material candidate.
quote-1725,1725,product,RAYMOR RODIN,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:raymor-rodin,,review import candidate before creation,Physical product/material candidate.
quote-1726,1726,product,TESSA,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:tessa,,review import candidate before creation,Physical product/material candidate.
quote-1727,1727,product,BROADWAY,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:broadway,,review import candidate before creation,Physical product/material candidate.
quote-1728,1728,product,ACADEMY 175mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:academy-175mm,,review import candidate before creation,Physical product/material candidate.
quote-1729,1729,product,ACADEMY 115mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:academy-115mm,,review import candidate before creation,Physical product/material candidate.
quote-1730,1730,product,RODIN HOB MOUNT,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:rodin-hob-mount,,review import candidate before creation,Physical product/material candidate.
quote-1731,1731,product,BOSTON ACADEMY,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:boston-academy,,review import candidate before creation,Physical product/material candidate.
quote-1734,1734,product,RAYMOR TAPAC SINGLE FUNCTION,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-tapac-single-function,,review import candidate before creation,Physical product/material candidate.
quote-1735,1735,product,KOHLER ELEVATION,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:kohler-elevation,,review import candidate before creation,Physical product/material candidate.
quote-1736,1736,product,RAYMOR BOSTON,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:raymor-boston,,review import candidate before creation,Physical product/material candidate.
quote-1737,1737,product,KOHLER FLIPSIDE 4,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:kohler-flipside-4,,review import candidate before creation,Physical product/material candidate.
quote-1738,1738,product,RAYMOR AMADA 3 FUNCTION,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:raymor-amada-3-function,,review import candidate before creation,Physical product/material candidate.
quote-1739,1739,product,BONDI RAIL,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:bondi-rail,,review import candidate before creation,Physical product/material candidate.
quote-1740,1740,product,KOHLER SLIDE RAIL WITH FLIPSIDE 4 HEAD,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:kohler-slide-rail-with-flipside-4-head,,review import candidate before creation,Physical product/material candidate.
quote-1741,1741,product,TWIN WATERS RAIL WITH COSMIC & BONDI HEADS,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:twin-waters-rail-with-cosmic-and-bondi-heads,,review import candidate before creation,Physical product/material candidate.
quote-1742,1742,product,KOHLER SQUARE 20mm RAIN KATALYST ON RAIL,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:kohler-square-20mm-rain-katalyst-on-rail,,review import candidate before creation,Physical product/material candidate.
quote-1743,1743,product,KOHLER ROUND 20mm RAIN KATALYST ON RAIL,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:kohler-round-20mm-rain-katalyst-on-rail,,review import candidate before creation,Physical product/material candidate.
quote-1744,1744,product,KOHLER CEILING MOUNT ARM,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:kohler-ceiling-mount-arm,,review import candidate before creation,Physical product/material candidate.
quote-1745,1745,product,KATALYST RAIN HEAD 250mm SQUARE,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:katalyst-rain-head-250mm-square,,review import candidate before creation,Physical product/material candidate.
quote-1746,1746,product,KATALYST RAIN HEAD 250mm ROUND,EACH,category:plumbing-fixtures,subcategory:showers,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:showers:katalyst-rain-head-250mm-round,,review import candidate before creation,Physical product/material candidate.
quote-1749,1749,product,PRIMA LINK SUITE,EACH,category:plumbing-fixtures,subcategory:toilets,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:toilets:prima-link-suite,,review import candidate before creation,Physical product/material candidate.
quote-1750,1750,product,ANDORRA II (SHORTEN) CLOSE COUPLE,EACH,category:plumbing-fixtures,subcategory:toilets,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:toilets:andorra-ii-shorten-close-couple,,review import candidate before creation,Physical product/material candidate.
quote-1751,1751,product,ARTEGO C/C,EACH,category:plumbing-fixtures,subcategory:toilets,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:toilets:artego-c-c,,review import candidate before creation,Physical product/material candidate.
quote-1753,1753,product,BANKSIA W/FACE C/C,EACH,category:plumbing-fixtures,subcategory:toilets,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:toilets:banksia-w-face-c-c,,review import candidate before creation,Physical product/material candidate.
quote-1754,1754,product,CAROME ARTEGO WALL FACED,EACH,category:plumbing-fixtures,subcategory:toilets,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:toilets:carome-artego-wall-faced,,review import candidate before creation,Physical product/material candidate.
quote-1755,1755,product,KOHLER PARLIAMENT,EACH,category:plumbing-fixtures,subcategory:toilets,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:toilets:kohler-parliament,,review import candidate before creation,Physical product/material candidate.
quote-1759,1759,product,RAYMOR RECLINE 1510mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:raymor-recline-1510mm,,review import candidate before creation,Physical product/material candidate.
quote-1760,1760,product,RAYMOR RECLINE 1650mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:raymor-recline-1650mm,,review import candidate before creation,Physical product/material candidate.
quote-1763,1763,product,JAMAICA RECTANGLE 1510mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:jamaica-rectangle-1510mm,,review import candidate before creation,Physical product/material candidate.
quote-1764,1764,product,JAMAICA RECTANGLE 1645mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:jamaica-rectangle-1645mm,,review import candidate before creation,Physical product/material candidate.
quote-1767,1767,product,JAMIACA 1790mm ISLAND,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:jamiaca-1790mm-island,,review import candidate before creation,Physical product/material candidate.
quote-1773,1773,product,ADESSO BIANCO OVAL 1750mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:adesso-bianco-oval-1750mm,,review import candidate before creation,Physical product/material candidate.
quote-1774,1774,product,ADESSO BIANCO SQUARE 1750mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:adesso-bianco-square-1750mm,,review import candidate before creation,Physical product/material candidate.
quote-1777,1777,product,ARUBA CNR SANTAI HEAT PUMP 6 JET,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:aruba-cnr-santai-heat-pump-6-jet,,review import candidate before creation,Physical product/material candidate.
quote-1778,1778,product,ARUBA CNR SANTAI HEAT PUMP 12 JET,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:aruba-cnr-santai-heat-pump-12-jet,,review import candidate before creation,Physical product/material candidate.
quote-1780,1780,product,ARUBA RECT SANTAI HEAT PUMP 6 JET 1520mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:aruba-rect-santai-heat-pump-6-jet-1520mm,,review import candidate before creation,Physical product/material candidate.
quote-1781,1781,product,ARUBA RECT SANTAI HEAT PUMP 6 JET 1665mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:aruba-rect-santai-heat-pump-6-jet-1665mm,,review import candidate before creation,Physical product/material candidate.
quote-1782,1782,product,ARUBA RECT SANTAI HEAT PUMP 12 JET 1665mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:aruba-rect-santai-heat-pump-12-jet-1665mm,,review import candidate before creation,Physical product/material candidate.
quote-1783,1783,product,ARUBA RECT SANTAI HEAT PUMP 12 JET 1790mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:aruba-rect-santai-heat-pump-12-jet-1790mm,,review import candidate before creation,Physical product/material candidate.
quote-1784,1784,product,JAMAICA RECT SANTAI HEAT PUMP 7 JET 1510mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:jamaica-rect-santai-heat-pump-7-jet-1510mm,,review import candidate before creation,Physical product/material candidate.
quote-1785,1785,product,JAMAICA RECT SANTAI HEAT PUMP 9 JET 1645mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:jamaica-rect-santai-heat-pump-9-jet-1645mm,,review import candidate before creation,Physical product/material candidate.
quote-1786,1786,product,JAMAICA RECT SANTAI HEAT PUMP 12 JET 1790mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:jamaica-rect-santai-heat-pump-12-jet-1790mm,,review import candidate before creation,Physical product/material candidate.
quote-1788,1788,product,JAMIACE OVAL SANTAI HEAT PUMP 14 JET 1800mm,EACH,category:plumbing-fixtures,subcategory:baths,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:baths:jamiace-oval-santai-heat-pump-14-jet-1800mm,,review import candidate before creation,Physical product/material candidate.
quote-1803,1803,product,RAYMOR CLERMONT,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-clermont,,review import candidate before creation,Physical product/material candidate.
quote-1804,1804,product,RAYMOR VICTORIA SPRAY,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-victoria-spray,,review import candidate before creation,Physical product/material candidate.
quote-1805,1805,product,RAYMOR ACADEMY PILLAR,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-academy-pillar,,review import candidate before creation,Physical product/material candidate.
quote-1806,1806,product,RAYMOR TORINO GOOSENECK,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-torino-gooseneck,,review import candidate before creation,Physical product/material candidate.
quote-1807,1807,product,KOHLER SINGULAR,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:kohler-singular,,review import candidate before creation,Physical product/material candidate.
quote-1808,1808,product,RAYMOR TORINO MULTI FUNCTION MIXER,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-torino-multi-function-mixer,,review import candidate before creation,Physical product/material candidate.
quote-1809,1809,product,SINK MIXER ARTESIAN - TRADELINK,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:sink-mixer-artesian-tradelink,,review import candidate before creation,Physical product/material candidate.
quote-1810,1810,product,KOHLER JULY MIXER,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:kohler-july-mixer,,review import candidate before creation,Physical product/material candidate.
quote-1811,1811,product,KOHLER VITEO/PIN,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:kohler-viteo-pin,,review import candidate before creation,Physical product/material candidate.
quote-1812,1812,product,OLIVERI SINGLE LEVER MIXER,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:oliveri-single-lever-mixer,,review import candidate before creation,Physical product/material candidate.
quote-1813,1813,product,OLIVERI SINGLE LEVER GOOSENECK,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:oliveri-single-lever-gooseneck,,review import candidate before creation,Physical product/material candidate.
quote-1816,1816,product,W/M STOP COCKS NON RETURN VALVE,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:w-m-stop-cocks-non-return-valve,,review import candidate before creation,Physical product/material candidate.
quote-1817,1817,product,RAYMOR LAUNDRY SET WALL MOUNT,EACH,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:raymor-laundry-set-wall-mount,,review import candidate before creation,Physical product/material candidate.
quote-1818,1818,product,RAMOR WALL MOUNT COCKS,PAIR,category:plumbing-fixtures,subcategory:tapware,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:tapware:ramor-wall-mount-cocks,,review import candidate before creation,Physical product/material candidate.
quote-1822,1822,product,ROBE HOOK,EACH,category:windows-doors,subcategory:robe-hook,windows-external-doors,Windows & External Doors,product:windows-doors:robe-hook:robe-hook,,review import candidate before creation,Physical product/material candidate.
quote-1825,1825,product,TOILET ROLL HOLDER,EACH,category:plumbing-fixtures,subcategory:toilets,plumbing-fixtures-fittings,Plumbing Fixtures & Fittings,product:plumbing-fixtures:toilets:toilet-roll-holder,,review import candidate before creation,Physical product/material candidate.
